IMG;BENE_CULTURALE;TITOLO;SOGGETTO;TIPO_SCHEDA;CODICE_UNIVOCO;LOCALIZZAZIONE;CONTENITORE;DATAZIONE;AMBITO_CULTURALE;AUTORE;MATERIA_TECNICA;MISURE;CONDIZIONE_GIURIDICA;DATI_ANALITICI;ISCRIZIONE;NOTIZIE_STORICO-CRITICHE;ALTRA_LOCALIZZAZIONE;REPERIMENTO;ALTRE_ATTRIBUZIONI;COMMITTENZA;DATI_CATASTALI;GEOREFERENZIAZIONE;BIBLIOGRAFIA;DEFINIZIONE;DENOMINAZIONE;CLASSIFICAZIONE;REGIONE;PROVINCIA;COMUNE;LOCALITA;TOPONIMO;DIOCESI;INDIRIZZO;PROVVEDIMENTI_TUTELA;INVENTARIO;STIMA;RAPPORTO;ALTRI_CODICI;ENTE_SCHEDATORE;ENTE_COMPETENTE;AUTORI;ANNO_CREAZIONE;ANNO_MODIFICA;LAT;LON
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133070_dd000503.jpg;"DIPINTO";"";"RITRATTO MASCHILE";"OA_2.00";"18 00053982";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 112, largh. 79, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133071_dd000504.jpg;"DIPINTO";"";"MADONNA IMMACOLATA V. ANCHE IMMACOLATA CONCEZIONE";"OA_2.00";"18 00053983";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 62.3, largh. 49.2, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"BUSTO DELLA MADONNA CORONATA DI STELLE, IN ATTO DI PREGARE";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133073_dd000506.jpg;"DIPINTO";"";"CERERE E PANE";"OA_2.00";"18 00053985";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO, UFFICIO CATALOGO";"SEC. XVII ; 1600  - 1699 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 49.1, largh. 64.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"E' PRIVO DI CORNICE";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133074_dd000507.jpg;"DIPINTO";"";"FLAGELLAZIONE DI CRISTO V. ANCHE CRISTO FLAGELLATO CRISTO ALLA COLONNA";"OA_2.00";"18 00053986";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TAVOLA";"alt. 19.5, largh. 26.7, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133075_dd000508.jpg;"DIPINTO";"";"PAESAGGIO RURALE";"OA_2.00";"18 00053987";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO,SEZIONE DIDATTICA";"SEC. XVII ; 1600  - 1699 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 21.7, largh. 48, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL/ PROF. MICHELE PRESTIPINO DA/ REGGIO CAL./ 1957";"";"RC, REGGIO CALABRIA";"";"ROSA' SALVATOR (NAPOLI 1615- ROMA 1673)";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133076_dd000509.jpg;"DIPINTO";"";"PAESAGGIO RURALE CON SCENA DI PASCOLO";"OA_2.00";"18 00053988";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO, SEZIONE DIDATTICA";"SEC. XVII ; 1600  - 1699 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 21.5, largh. 47.9, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL / PROF. MICHELE PRESTIPINO DA/ REGGIO CAL. / 1957";"";"RC, REGGIO CALABRIA";"";"ROSA SALVATOR (NAPOLI 1615- ROMA 1673)";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132947_dd000377.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053862";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVII/ XVIII ; 1600  - 1700 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITA";"alt. 53, largh. 29, prof. 20.5, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"HA LA FORMA DI UN BALAUSTRO";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132994_dd000425.jpg;"DIPINTO";"";"TOBIA E SAN RAFFAELE ARCANGELO";"OA_2.00";"18 00053904";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII Seconda metà; 1750  - 1799 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 47, largh. 30.7, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132995_dd000426.jpg;"DIPINTO";"";"";"OA_2.00";"18 00053905";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TAVOLA";"alt. 19.5, largh. 26.9, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132996_dd000427.jpg;"DIPINTO";"";"TRANSITO DI SAN LUIGI TRA ANGELI E SANTI";"OA_2.00";"18 00053906";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 29.6, largh. 19.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133028_dd000460.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053940";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVIII/ XIX ; 1800  - 1899 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 62.4, largh. 23.2, prof. 7.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"IL RILIEVO RECA SCOLPITI UNA VOLUTA ED UN ELEMENTO FOLIACEO";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132997_dd000428.jpg;"DIPINTO";"";"CRISTO PORTACROCE";"OA_2.00";"18 00053907";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 92, largh. 70, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132998_dd000429.jpg;"DIPINTO";"";"RITRATTO DI GIOVANE MEMBRO DELLA FAMIGLIA GENOESE";"OA_2.00";"18 00053908";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 104, largh. 77.7, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA RICCA CORNICE IN LEGNO INTAGLIATO E DORATO, LA CUI DECORAZIONE COMPRENDE COMPOSIZIONI FITOMORFE E VOLUTE FOLIACEE.IL GIOVANE E' RITRATTO SEDUTO, COL BRACCIO SINISTRO APPOGGIATO AD UN TAVOLO COPERTO DA UN DRAPPO ROSSO.";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132999_dd000430.jpg;"DIPINTO";"";"RITRATTO DI GIOVANE MEMBRO DELLA FAMIGLIA GENOESE";"OA_2.00";"18 00053909";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICONAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 72, largh. 52, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA RICCA CORNICE IN LEGNO INTAGLIATO E DORATO , LA CUI DECORAZIONE COMPRENDE MOTIVI FITOMORFI E VOLUTE FOLIACEE.";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133000_dd000431.jpg;"DIPINTO";"";"RITRATTO DI GIOVANE MEMBRO DELLA FAMIGLIA GENOESE";"OA_2.00";"18 00053910";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 77.4, largh. 63.4, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA RICCA CORNICE IN LEGNO INTAGLIATO E DECORATO, LA CUI DECORAZIONE COMPRENDE MOTIVI FITOMORFI E VOLUTE FOLIACEE.";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133003_dd000434.jpg;"DIPINTO";"";"MARIA MADDALENA UNGE E ASCIUGA CON I CAPELLI I PIEDI DI GESU'";"OA_2.00";"18 00053913";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SECC. XVI/ XVII ; 1500  - 1699 [ANALISI STILISTICA]";"AMBITO CALABRESE";"";"OLIO SU TELA";"alt. 57, largh. 43.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133004_dd000435.jpg;"DIPINTO";"";"ECCE HOMO V. ANCHE PILATO MOSTRA CRISTO AL POPOLO";"OA_2.00";"18 00053914";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVII ; 1600  - 1699 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 63, largh. 50.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RA, RAVENNA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133021_dd000453.jpg;"DIPINTO";"";"SAN SEBASTIANO";"OA_2.00";"18 00053932";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANI, STANZA N. 11";"SEC. XVII Prima metà; 1600  - 1649 [ANALISI STILISTICA]";"AMBITO ROMANO";"";"OLIO SU TELA";"alt. 103, largh. 72, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133022_dd000454.jpg;"STATUA";"";"SANTO STEFANO";"OA_2.00";"18 00053933";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, MAGAZZINO N. 7";"SEC. XVII ; 1600  - 1649 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"LEGNO SCOLPITOLEGNO DIPINTO";"alt. 157, largh. 45.4, prof. 37.9, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"IL SANTO VESTITO DA DIACONO, REGGE CON LA MANO SINISTRA UN LIBRO SUL QUALE SONO TRE PIETRE.";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"STATUA";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133025_dd000457.jpg;"RILIEVO";"";"FLAGELLAZIONE DI CRISTO V. ANCHE CRISTO FLAGELLATO CRISTO ALLA COLONNA";"OA_2.00";"18 00053936";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE";"SEC. XVIII ; 1800  - 1849 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"gesso dipinto/ modellato";"alt. 20.8, largh. 16.1, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"BASSORILIEVO CON CORNICE IN LEGNO INTAGLIATO";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133029_dd000461.jpg;"ACQUASANTIERA";"";"";"OA_2.00";"18 00053941";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVII/ XIX ; 1800  - 1899 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITA";"alt. 11.5, prof. 23.4, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"SI COMPONE DI UN CORPO CON LIEVE CAVITA', SUL CUI FONDO ESTERNO E' SCOLPITA UNA MANO APERTA.";"";"";"RC, POLISTENA";"";"";"";"";"";"";"ACQUASANTIERA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6350922_dd000463.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053943";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVI/ XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 18.5, largh. 38, sp. 8";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"STEMMI, EMBLEMI, MARCHI: Classe di appartenenza: STEMMA, Identificazione: NON IDENTIFICABILE, Quantità: 1, ";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132937_dd000367.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053852";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XIX/ XX ; 1880  - 1920 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 18.5, largh. 37, prof. 15, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132939_dd000369.jpg;"BASE, FRAMMENTO";"";"";"OA_2.00";"18 00053854";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVIII/ XIX ; 1700  - 1899 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO INTARSIATO/ SCOLPITO";"alt. 18, largh. 17.2, prof. 17.2, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"HA SEZIONE QUADRANGOLARE E' RASTREMATA VERSO L'ALTO E DECORATA DA UNA SEMPLICE MODANATURA";"";"";"RC, POLISTENA";"";"";"";"";"";"";"BASE";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132942_dd000372.jpg;"ACQUASANTIERA DA PARETE";"";"";"OA_2.00";"18 00053857";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVII/ XVIII ; 1600  - 1700 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 14, largh. 41.4, prof. 62.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"ACQUASANTIERA DA PARETE";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132918_dd000348.jpg;"BASE, FRAMMENTO";"";"";"OA_2.00";"18 00053834";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII FINE; 1790  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"MARMO SCOLPITO";"alt. 32, largh. 29.6, prof. 13.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"SU UN LATO SONO IN BASSO, DUEFIACCOLE INCROCIATE E, IN ALTO, UNA TESTINA CON GORGIERA; SULL'ALTRO, RISPETTIVAMENTE, TRE CERCHI CON DRAPPO E DUE TENDE APERTE";"";"";"RC, POLISTENA";"";"";"";"";"";"";"BASE";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
